HOG	OG	Gene Tree Parent Clade	Arabidopsis_thaliana	Beta_vulgaris	Betula_pendula	Camellia_sinensis	Cinnamomum_kanehirae	Cucumis_sativus	Eucalyptus_grandis	Ginkgo_biloba	Malania_oleifera	Malus_domestica	Medicago_truncatula	Mimulus_guttatus	Nicotiana_tabacum	Physcomitrella_patens	Picea_abies	Pinus_tabuliformis	Populus_tremula	Prunus_avium	Salix_purpurea	Sequoiadendron_giganteum	Taxus_chinensis	Vitis_vinifera	Welwitschia_mirabilis	Zostera_marina
N21.HOG0006259	OG0001093	n12			Betpen_Bpev01.c0854.g0013.m0001			Cucsa.248960.1.v1.122 gene=Cucsa.248960.v1 seq_id=scaffold02208 type=cds																		
N21.HOG0006260	OG0001093	n26						Cucsa.248970.1.v1.122 gene=Cucsa.248970.v1 seq_id=scaffold02208 type=cds																		
N21.HOG0006261	OG0001093	n55			Betpen_Bpev01.c0577.g0001.m0001			Cucsa.343270.1.v1.122 gene=Cucsa.343270.v1 seq_id=scaffold03356 type=cds																		
N21.HOG0006262	OG0001094	n18			Betpen_Bpev01.c0263.g0008.m0001, Betpen_Bpev01.c0263.g0009.m0001			Cucsa.308080.1.v1.122 gene=Cucsa.308080.v1 seq_id=scaffold02978 type=cds, Cucsa.308090.1.v1.122 gene=Cucsa.308090.v1 seq_id=scaffold02978 type=cds																		
N21.HOG0006263	OG0001094	n46			Betpen_Bpev01.c0457.g0028.m0001			Cucsa.138380.1.v1.122 gene=Cucsa.138380.v1 seq_id=scaffold01063 type=cds																		
N21.HOG0006264	OG0001094	n65						Cucsa.217870.1.v1.122 gene=Cucsa.217870.v1 seq_id=scaffold01658 type=cds																		
N21.HOG0006265	OG0001094	n74			Betpen_Bpev01.c0151.g0003.m0001																					
N21.HOG0006266	OG0001094	n87			Betpen_Bpev01.c0000.g0191.m0001			Cucsa.273000.1.v1.122 gene=Cucsa.273000.v1 seq_id=scaffold02511 type=cds																		
N21.HOG0006267	OG0001095	n32			Betpen_Bpev01.c2319.g0003.m0001																					
N21.HOG0006268	OG0001095	n46			Betpen_Bpev01.c0274.g0045.m0001			Cucsa.006950.1.v1.122 gene=Cucsa.006950.v1 seq_id=scaffold00084 type=cds, Cucsa.274750.1.v1.122 gene=Cucsa.274750.v1 seq_id=scaffold02541 type=cds																		
N21.HOG0006269	OG0001095	n80						Cucsa.075260.1.v1.122 gene=Cucsa.075260.v1 seq_id=scaffold00789 type=cds, Cucsa.394620.1.v1.122 gene=Cucsa.394620.v1 seq_id=scaffold04100 type=cds																		
N21.HOG0006270	OG0001095	n89			Betpen_Bpev01.c0038.g0131.m0001																					
N21.HOG0006271	OG0001096	n27			Betpen_Bpev01.c0603.g0006.m0001			Cucsa.170680.1.v1.122 gene=Cucsa.170680.v1 seq_id=scaffold01179 type=cds, Cucsa.090070.1.v1.122 gene=Cucsa.090070.v1 seq_id=scaffold00894 type=cds																		
N21.HOG0006272	OG0001096	n61			Betpen_Bpev01.c0018.g0029.m0001			Cucsa.395700.1.v1.122 gene=Cucsa.395700.v1 seq_id=scaffold04100 type=cds, Cucsa.352720.1.v1.122 gene=Cucsa.352720.v1 seq_id=scaffold03533 type=cds																		
N21.HOG0006273	OG0001096	n80			Betpen_Bpev01.c0280.g0031.m0001			Cucsa.219220.1.v1.122 gene=Cucsa.219220.v1 seq_id=scaffold01658 type=cds																		
N21.HOG0006274	OG0001097	n38						Cucsa.340830.1.v1.122 gene=Cucsa.340830.v1 seq_id=scaffold03356 type=cds, Cucsa.360330.1.v1.122 gene=Cucsa.360330.v1 seq_id=scaffold03588 type=cds																		
N21.HOG0006275	OG0001097	n40			Betpen_Bpev01.c0051.g0096.m0001																					
N21.HOG0006276	OG0001097	n58			Betpen_Bpev01.c0045.g0005.m0001																					
N21.HOG0006277	OG0001097	n77			Betpen_Bpev01.c0237.g0012.m0001			Cucsa.299730.1.v1.122 gene=Cucsa.299730.v1 seq_id=scaffold02920 type=cds, Cucsa.056070.1.v1.122 gene=Cucsa.056070.v1 seq_id=scaffold00602 type=cds																		
N21.HOG0006278	OG0001098	n17			Betpen_Bpev01.c0121.g0010.m0001			Cucsa.337900.2.v1.122 gene=Cucsa.337900.v1 seq_id=scaffold03356 type=cds																		
N21.HOG0006279	OG0001098	n68			Betpen_Bpev01.c0505.g0031.m0001, Betpen_Bpev01.c1480.g0005.m0001			Cucsa.259160.1.v1.122 gene=Cucsa.259160.v1 seq_id=scaffold02229 type=cds, Cucsa.349720.3.v1.122 gene=Cucsa.349720.v1 seq_id=scaffold03487 type=cds																		
N21.HOG0006280	OG0001099	n2			Betpen_Bpev01.c0485.g0031.m0001, Betpen_Bpev01.c0485.g0032.m0001																					
N21.HOG0006281	OG0001099	n49			Betpen_Bpev01.c0349.g0068.m0001			Cucsa.198180.1.v1.122 gene=Cucsa.198180.v1 seq_id=scaffold01357 type=cds																		
N21.HOG0006282	OG0001100	n3			Betpen_Bpev01.c0645.g0010.m0001			Cucsa.104180.1.v1.122 gene=Cucsa.104180.v1 seq_id=scaffold00927 type=cds																		
N21.HOG0006283	OG0001100	n44			Betpen_Bpev01.c0415.g0024.m0001																					
N21.HOG0006284	OG0001100	n77			Betpen_Bpev01.c0000.g0216.m0001																					
N21.HOG0006285	OG0001101	n23			Betpen_Bpev01.c0292.g0018.m0001																					
N21.HOG0006286	OG0001101	n31			Betpen_Bpev01.c1968.g0003.m0001																					
N21.HOG0006287	OG0001101	n50			Betpen_Bpev01.c0505.g0021.m0001			Cucsa.201970.1.v1.122 gene=Cucsa.201970.v1 seq_id=scaffold01376 type=cds																		
N21.HOG0006288	OG0001101	n65			Betpen_Bpev01.c1520.g0013.m0001																					
N21.HOG0006289	OG0001102	n4			Betpen_Bpev01.c0335.g0016.m0001																					
N21.HOG0006290	OG0001102	n5			Betpen_Bpev01.c0335.g0013.m0001																					
N21.HOG0006291	OG0001102	n15			Betpen_Bpev01.c0357.g0050.m0001			Cucsa.284800.1.v1.122 gene=Cucsa.284800.v1 seq_id=scaffold02653 type=cds																		
N21.HOG0006292	OG0001102	n49			Betpen_Bpev01.c1432.g0002.m0001			Cucsa.113480.1.v1.122 gene=Cucsa.113480.v1 seq_id=scaffold00953 type=cds, Cucsa.198530.1.v1.122 gene=Cucsa.198530.v1 seq_id=scaffold01357 type=cds																		
N21.HOG0006293	OG0001102	n78			Betpen_Bpev01.c0166.g0033.m0001																					
N21.HOG0006294	OG0001102	n91						Cucsa.174590.1.v1.122 gene=Cucsa.174590.v1 seq_id=scaffold01221 type=cds																		
N21.HOG0006295	OG0001103	n14			Betpen_Bpev01.c0025.g0024.m0001			Cucsa.063720.1.v1.122 gene=Cucsa.063720.v1 seq_id=scaffold00674 type=cds, Cucsa.089790.1.v1.122 gene=Cucsa.089790.v1 seq_id=scaffold00894 type=cds																		
N21.HOG0006296	OG0001103	n51			Betpen_Bpev01.c0134.g0011.m0001			Cucsa.285900.1.v1.122 gene=Cucsa.285900.v1 seq_id=scaffold02653 type=cds																		
N21.HOG0006297	OG0001103	n63			Betpen_Bpev01.c0452.g0006.m0001			Cucsa.098300.1.v1.122 gene=Cucsa.098300.v1 seq_id=scaffold00923 type=cds																		
N21.HOG0006298	OG0001103	n80			Betpen_Bpev01.c0094.g0020.m0001			Cucsa.158970.1.v1.122 gene=Cucsa.158970.v1 seq_id=scaffold01142 type=cds																		
N21.HOG0006299	OG0001104	n44			Betpen_Bpev01.c0354.g0006.m0001			Cucsa.048160.1.v1.122 gene=Cucsa.048160.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0006300	OG0001104	n67			Betpen_Bpev01.c0354.g0005.m0001, Betpen_Bpev01.c0354.g0003.m0001			Cucsa.365210.1.v1.122 gene=Cucsa.365210.v1 seq_id=scaffold03611 type=cds, Cucsa.048150.2.v1.122 gene=Cucsa.048150.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0006301	OG0001105	n5			Betpen_Bpev01.c1140.g0002.m0001			Cucsa.086650.1.v1.122 gene=Cucsa.086650.v1 seq_id=scaffold00873 type=cds																		
N21.HOG0006302	OG0001105	n21			Betpen_Bpev01.c0121.g0056.m0001			Cucsa.242050.1.v1.122 gene=Cucsa.242050.v1 seq_id=scaffold02047 type=cds																		
N21.HOG0006303	OG0001105	n57			Betpen_Bpev01.c1641.g0001.m0001			Cucsa.207380.1.v1.122 gene=Cucsa.207380.v1 seq_id=scaffold01443 type=cds																		
N21.HOG0006304	OG0001105	n69			Betpen_Bpev01.c2145.g0003.m0001																					
N21.HOG0006305	OG0001105	n77			Betpen_Bpev01.c0522.g0038.m0002, Betpen_Bpev01.c0522.g0038.m0001			Cucsa.193440.1.v1.122 gene=Cucsa.193440.v1 seq_id=scaffold01335 type=cds																		
N21.HOG0006306	OG0001106	n8			Betpen_Bpev01.c1189.g0011.m0001, Betpen_Bpev01.c1189.g0010.m0001																					
N21.HOG0006307	OG0001106	n62			Betpen_Bpev01.c0991.g0009.m0001																					
N21.HOG0006308	OG0001106	n79			Betpen_Bpev01.c0441.g0005.m0001, Betpen_Bpev01.c0441.g0005.m0002, Betpen_Bpev01.c0990.g0011.m0001																					
N21.HOG0006309	OG0001107	n15			Betpen_Bpev01.c1256.g0001.m0001			Cucsa.380620.1.v1.122 gene=Cucsa.380620.v1 seq_id=scaffold03841 type=cds																		
N21.HOG0006310	OG0001107	n39			Betpen_Bpev01.c0299.g0036.m0001			Cucsa.332490.1.v1.122 gene=Cucsa.332490.v1 seq_id=scaffold03264 type=cds																		
N21.HOG0006311	OG0001107	n70			Betpen_Bpev01.c2119.g0002.m0001			Cucsa.161630.1.v1.122 gene=Cucsa.161630.v1 seq_id=scaffold01144 type=cds																		
N21.HOG0006312	OG0001108	n33						Cucsa.363270.1.v1.122 gene=Cucsa.363270.v1 seq_id=scaffold03611 type=cds, Cucsa.133640.1.v1.122 gene=Cucsa.133640.v1 seq_id=scaffold01037 type=cds																		
N21.HOG0006313	OG0001108	n43			Betpen_Bpev01.c0420.g0012.m0001																					
N21.HOG0006314	OG0001108	n68			Betpen_Bpev01.c0052.g0046.m0001			Cucsa.156980.1.v1.122 gene=Cucsa.156980.v1 seq_id=scaffold01141 type=cds																		
N21.HOG0006315	OG0001108	n88			Betpen_Bpev01.c0045.g0071.m0001			Cucsa.359980.1.v1.122 gene=Cucsa.359980.v1 seq_id=scaffold03588 type=cds																		
N21.HOG0006316	OG0001109	n33			Betpen_Bpev01.c0222.g0028.m0001			Cucsa.219960.1.v1.122 gene=Cucsa.219960.v1 seq_id=scaffold01658 type=cds																		
N21.HOG0006317	OG0001109	n68			Betpen_Bpev01.c0027.g0177.m0001			Cucsa.102350.1.v1.122 gene=Cucsa.102350.v1 seq_id=scaffold00927 type=cds																		
N21.HOG0006318	OG0001110	n38			Betpen_Bpev01.c0044.g0104.m0001			Cucsa.116730.1.v1.122 gene=Cucsa.116730.v1 seq_id=scaffold00995 type=cds																		
N21.HOG0006319	OG0001110	n62						Cucsa.021710.1.v1.122 gene=Cucsa.021710.v1 seq_id=scaffold00309 type=cds																		
N21.HOG0006320	OG0001110	n68			Betpen_Bpev01.c0044.g0105.m0001, Betpen_Bpev01.c0704.g0003.m0001																					
N21.HOG0006321	OG0001111	n9			Betpen_Bpev01.c1193.g0012.m0001, Betpen_Bpev01.c1000.g0016.m0001, Betpen_Bpev01.c1000.g0013.m0001, Betpen_Bpev01.c1193.g0003.m0001, Betpen_Bpev01.c1000.g0017.m0001			Cucsa.137960.1.v1.122 gene=Cucsa.137960.v1 seq_id=scaffold01058 type=cds																		
N21.HOG0006322	OG0001111	n23			Betpen_Bpev01.c1000.g0018.m0001, Betpen_Bpev01.c1193.g0006.m0001			Cucsa.309300.1.v1.122 gene=Cucsa.309300.v1 seq_id=scaffold02980 type=cds, Cucsa.309280.1.v1.122 gene=Cucsa.309280.v1 seq_id=scaffold02980 type=cds, Cucsa.309270.1.v1.122 gene=Cucsa.309270.v1 seq_id=scaffold02980 type=cds, Cucsa.072580.1.v1.122 gene=Cucsa.072580.v1 seq_id=scaffold00765 type=cds, Cucsa.072600.1.v1.122 gene=Cucsa.072600.v1 seq_id=scaffold00765 type=cds, Cucsa.072550.1.v1.122 gene=Cucsa.072550.v1 seq_id=scaffold00765 type=cds, Cucsa.072590.1.v1.122 gene=Cucsa.072590.v1 seq_id=scaffold00765 type=cds																		
N21.HOG0006323	OG0001112	n33			Betpen_Bpev01.c0597.g0017.m0001			Cucsa.097090.1.v1.122 gene=Cucsa.097090.v1 seq_id=scaffold00919 type=cds																		
N21.HOG0006324	OG0001112	n55			Betpen_Bpev01.c1153.g0009.m0001																					
N21.HOG0006325	OG0001112	n68			Betpen_Bpev01.c0843.g0010.m0002, Betpen_Bpev01.c0843.g0010.m0001			Cucsa.307510.1.v1.122 gene=Cucsa.307510.v1 seq_id=scaffold02977 type=cds																		
N21.HOG0006326	OG0001113	n30						Cucsa.175260.1.v1.122 gene=Cucsa.175260.v1 seq_id=scaffold01225 type=cds, Cucsa.065960.1.v1.122 gene=Cucsa.065960.v1 seq_id=scaffold00696 type=cds																		
N21.HOG0006327	OG0001113	n34			Betpen_Bpev01.c0396.g0025.m0001			Cucsa.379910.1.v1.122 gene=Cucsa.379910.v1 seq_id=scaffold03837 type=cds																		
N21.HOG0006328	OG0001113	n47			Betpen_Bpev01.c0444.g0012.m0002, Betpen_Bpev01.c0444.g0012.m0001, Betpen_Bpev01.c0444.g0012.m0003																					
N21.HOG0006329	OG0001113	n59			Betpen_Bpev01.c2330.g0001.m0002, Betpen_Bpev01.c2330.g0001.m0001			Cucsa.165300.1.v1.122 gene=Cucsa.165300.v1 seq_id=scaffold01153 type=cds																		
N21.HOG0006330	OG0001113	n75			Betpen_Bpev01.c0914.g0005.m0001																					
N21.HOG0006331	OG0001114	n39			Betpen_Bpev01.c0934.g0007.m0001																					
N21.HOG0006332	OG0001114	n58			Betpen_Bpev01.c0495.g0004.m0001			Cucsa.387920.1.v1.122 gene=Cucsa.387920.v1 seq_id=scaffold03967 type=cds																		
N21.HOG0006333	OG0001115	n47			Betpen_Bpev01.c0461.g0006.m0002, Betpen_Bpev01.c0461.g0006.m0001, Betpen_Bpev01.c0461.g0001.m0001, Betpen_Bpev01.c0445.g0015.m0001, Betpen_Bpev01.c0445.g0017.m0001, Betpen_Bpev01.c0461.g0008.m0001, Betpen_Bpev01.c0461.g0002.m0001																					
N21.HOG0006334	OG0001115	n78			Betpen_Bpev01.c0000.g0148.m0001, Betpen_Bpev01.c0000.g0147.m0001, Betpen_Bpev01.c0477.g0037.m0001, Betpen_Bpev01.c0477.g0040.m0001, Betpen_Bpev01.c0000.g0146.m0001																					
N21.HOG0006335	OG0001116	n3			Betpen_Bpev01.c0088.g0008.m0001			Cucsa.280850.1.v1.122 gene=Cucsa.280850.v1 seq_id=scaffold02633 type=cds																		
N21.HOG0006336	OG0001120	n20			Betpen_Bpev01.c0354.g0013.m0001			Cucsa.167210.1.v1.122 gene=Cucsa.167210.v1 seq_id=scaffold01154 type=cds																		
N21.HOG0006337	OG0001120	n34			Betpen_Bpev01.c0354.g0008.m0001																					
N21.HOG0006338	OG0001120	n39			Betpen_Bpev01.c0022.g0061.m0001			Cucsa.043780.1.v1.122 gene=Cucsa.043780.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0006339	OG0001120	n68			Betpen_Bpev01.c0312.g0022.m0001			Cucsa.121120.1.v1.122 gene=Cucsa.121120.v1 seq_id=scaffold00998 type=cds																		
N21.HOG0006340	OG0001121	n14			Betpen_Bpev01.c0134.g0023.m0001			Cucsa.285810.2.v1.122 gene=Cucsa.285810.v1 seq_id=scaffold02653 type=cds																		
N21.HOG0006341	OG0001121	n35			Betpen_Bpev01.c1519.g0012.m0001			Cucsa.197120.1.v1.122 gene=Cucsa.197120.v1 seq_id=scaffold01357 type=cds																		
N21.HOG0006342	OG0001121	n66			Betpen_Bpev01.c0280.g0058.m0001			Cucsa.298410.1.v1.122 gene=Cucsa.298410.v1 seq_id=scaffold02901 type=cds																		
N21.HOG0006343	OG0001121	n85			Betpen_Bpev01.c0018.g0121.m0001			Cucsa.328070.1.v1.122 gene=Cucsa.328070.v1 seq_id=scaffold03159 type=cds, Cucsa.352880.1.v1.122 gene=Cucsa.352880.v1 seq_id=scaffold03533 type=cds																		
N21.HOG0006344	OG0001122	n8			Betpen_Bpev01.c0126.g0035.m0001			Cucsa.249300.1.v1.122 gene=Cucsa.249300.v1 seq_id=scaffold02209 type=cds																		
N21.HOG0006345	OG0001122	n37			Betpen_Bpev01.c0558.g0015.m0001			Cucsa.089020.1.v1.122 gene=Cucsa.089020.v1 seq_id=scaffold00894 type=cds																		
N21.HOG0006346	OG0001122	n63						Cucsa.009230.1.v1.122 gene=Cucsa.009230.v1 seq_id=scaffold00123 type=cds																		
N21.HOG0006347	OG0001122	n69			Betpen_Bpev01.c0445.g0012.m0001			Cucsa.009210.1.v1.122 gene=Cucsa.009210.v1 seq_id=scaffold00123 type=cds																		
N21.HOG0006348	OG0001123	n8			Betpen_Bpev01.c0170.g0066.m0001			Cucsa.106750.1.v1.122 gene=Cucsa.106750.v1 seq_id=scaffold00930 type=cds																		
N21.HOG0006349	OG0001123	n57			Betpen_Bpev01.c0135.g0099.m0001																					
N21.HOG0006350	OG0001123	n79			Betpen_Bpev01.c0919.g0028.m0001			Cucsa.327900.1.v1.122 gene=Cucsa.327900.v1 seq_id=scaffold03159 type=cds																		
N21.HOG0006351	OG0001124	n14			Betpen_Bpev01.c2723.g0001.m0001, Betpen_Bpev01.c0589.g0005.m0001			Cucsa.388230.1.v1.122 gene=Cucsa.388230.v1 seq_id=scaffold03967 type=cds																		
N21.HOG0006352	OG0001124	n38			Betpen_Bpev01.c1422.g0004.m0001																					
N21.HOG0006353	OG0001124	n62			Betpen_Bpev01.c0094.g0063.m0001			Cucsa.158650.1.v1.122 gene=Cucsa.158650.v1 seq_id=scaffold01142 type=cds																		
N21.HOG0006354	OG0001124	n80			Betpen_Bpev01.c0848.g0006.m0001																					
N21.HOG0006355	OG0001125	n5			Betpen_Bpev01.c1643.g0006.m0001			Cucsa.368940.1.v1.122 gene=Cucsa.368940.v1 seq_id=scaffold03640 type=cds, Cucsa.012020.1.v1.122 gene=Cucsa.012020.v1 seq_id=scaffold00154 type=cds																		
N21.HOG0006356	OG0001125	n35						Cucsa.349710.1.v1.122 gene=Cucsa.349710.v1 seq_id=scaffold03487 type=cds																		
N21.HOG0006357	OG0001125	n61			Betpen_Bpev01.c1040.g0045.m0001			Cucsa.120370.1.v1.122 gene=Cucsa.120370.v1 seq_id=scaffold00998 type=cds																		
N21.HOG0006358	OG0001126	n17						Cucsa.034720.1.v1.122 gene=Cucsa.034720.v1 seq_id=scaffold00444 type=cds																		
N21.HOG0006359	OG0001126	n20			Betpen_Bpev01.c0145.g0054.m0001			Cucsa.375220.1.v1.122 gene=Cucsa.375220.v1 seq_id=scaffold03746 type=cds																		
N21.HOG0006360	OG0001126	n34			Betpen_Bpev01.c1077.g0011.m0001																					
N21.HOG0006361	OG0001126	n36			Betpen_Bpev01.c1060.g0022.m0001			Cucsa.128340.1.v1.122 gene=Cucsa.128340.v1 seq_id=scaffold01024 type=cds																		
N21.HOG0006362	OG0001126	n86			Betpen_Bpev01.c0245.g0009.m0001																					
N21.HOG0006363	OG0001127	n38						Cucsa.012700.1.v1.122 gene=Cucsa.012700.v1 seq_id=scaffold00164 type=cds																		
N21.HOG0006364	OG0001127	n62			Betpen_Bpev01.c1873.g0005.m0001			Cucsa.198830.1.v1.122 gene=Cucsa.198830.v1 seq_id=scaffold01357 type=cds, Cucsa.113640.1.v1.122 gene=Cucsa.113640.v1 seq_id=scaffold00953 type=cds																		
N21.HOG0006365	OG0001127	n83			Betpen_Bpev01.c0088.g0014.m0001																					
N21.HOG0006366	OG0001128	n5			Betpen_Bpev01.c0129.g0064.m0001			Cucsa.300670.2.v1.122 gene=Cucsa.300670.v1 seq_id=scaffold02931 type=cds																		
N21.HOG0006367	OG0001128	n33			Betpen_Bpev01.c0473.g0007.m0001			Cucsa.109940.1.v1.122 gene=Cucsa.109940.v1 seq_id=scaffold00934 type=cds																		
N21.HOG0006368	OG0001128	n84			Betpen_Bpev01.c0141.g0013.m0001			Cucsa.303860.1.v1.122 gene=Cucsa.303860.v1 seq_id=scaffold02951 type=cds, Cucsa.107390.1.v1.122 gene=Cucsa.107390.v1 seq_id=scaffold00930 type=cds																		
N21.HOG0006369	OG0001129	n18			Betpen_Bpev01.c0292.g0030.m0001			Cucsa.072910.1.v1.122 gene=Cucsa.072910.v1 seq_id=scaffold00765 type=cds, Cucsa.148340.1.v1.122 gene=Cucsa.148340.v1 seq_id=scaffold01107 type=cds																		
N21.HOG0006370	OG0001129	n41			Betpen_Bpev01.c1908.g0004.m0001																					
N21.HOG0006371	OG0001129	n60			Betpen_Bpev01.c0753.g0013.m0001			Cucsa.341490.1.v1.122 gene=Cucsa.341490.v1 seq_id=scaffold03356 type=cds																		
N21.HOG0006372	OG0001129	n69						Cucsa.045720.1.v1.122 gene=Cucsa.045720.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0006373	OG0001129	n70			Betpen_Bpev01.c1687.g0003.m0001			Cucsa.126190.1.v1.122 gene=Cucsa.126190.v1 seq_id=scaffold01017 type=cds																		
N21.HOG0006374	OG0001130	n2			Betpen_Bpev01.c0915.g0003.m0001			Cucsa.093420.1.v1.122 gene=Cucsa.093420.v1 seq_id=scaffold00915 type=cds																		
N21.HOG0006375	OG0001130	n34			Betpen_Bpev01.c0083.g0012.m0001			Cucsa.058520.1.v1.122 gene=Cucsa.058520.v1 seq_id=scaffold00614 type=cds																		
N21.HOG0006376	OG0001130	n66			Betpen_Bpev01.c1202.g0024.m0001			Cucsa.372110.1.v1.122 gene=Cucsa.372110.v1 seq_id=scaffold03703 type=cds																		
N21.HOG0006377	OG0001130	n86						Cucsa.205580.1.v1.122 gene=Cucsa.205580.v1 seq_id=scaffold01416 type=cds																		
N21.HOG0006378	OG0001131	n8			Betpen_Bpev01.c0280.g0024.m0001			Cucsa.097430.1.v1.122 gene=Cucsa.097430.v1 seq_id=scaffold00919 type=cds																		
N21.HOG0006379	OG0001131	n34			Betpen_Bpev01.c0015.g0110.m0001																					
N21.HOG0006380	OG0001131	n49			Betpen_Bpev01.c0015.g0173.m0001																					
N21.HOG0006381	OG0001131	n65			Betpen_Bpev01.c1093.g0001.m0001			Cucsa.161770.1.v1.122 gene=Cucsa.161770.v1 seq_id=scaffold01144 type=cds, Cucsa.311020.1.v1.122 gene=Cucsa.311020.v1 seq_id=scaffold02995 type=cds																		
N21.HOG0006382	OG0001132	n7			Betpen_Bpev01.c1579.g0006.m0001			Cucsa.126870.1.v1.122 gene=Cucsa.126870.v1 seq_id=scaffold01017 type=cds																		
N21.HOG0006383	OG0001132	n16			Betpen_Bpev01.c0571.g0021.m0001			Cucsa.122940.1.v1.122 gene=Cucsa.122940.v1 seq_id=scaffold01000 type=cds																		
N21.HOG0006384	OG0001132	n51			Betpen_Bpev01.c0841.g0008.m0003, Betpen_Bpev01.c0841.g0008.m0004			Cucsa.136570.2.v1.122 gene=Cucsa.136570.v1 seq_id=scaffold01044 type=cds																		
N21.HOG0006385	OG0001132	n75			Betpen_Bpev01.c0190.g0046.m0001			Cucsa.368640.1.v1.122 gene=Cucsa.368640.v1 seq_id=scaffold03639 type=cds, Cucsa.067120.1.v1.122 gene=Cucsa.067120.v1 seq_id=scaffold00696 type=cds																		
N21.HOG0006386	OG0001133	n14			Betpen_Bpev01.c0001.g0079.m0002, Betpen_Bpev01.c0001.g0079.m0001			Cucsa.362630.1.v1.122 gene=Cucsa.362630.v1 seq_id=scaffold03611 type=cds																		
N21.HOG0006387	OG0001133	n45			Betpen_Bpev01.c0486.g0010.m0001																					
N21.HOG0006388	OG0001133	n83			Betpen_Bpev01.c0245.g0082.m0001			Cucsa.228380.1.v1.122 gene=Cucsa.228380.v1 seq_id=scaffold01933 type=cds																		
N21.HOG0006389	OG0001134	n29			Betpen_Bpev01.c0224.g0016.m0001			Cucsa.007860.1.v1.122 gene=Cucsa.007860.v1 seq_id=scaffold00095 type=cds, Cucsa.130830.1.v1.122 gene=Cucsa.130830.v1 seq_id=scaffold01029 type=cds																		
N21.HOG0006390	OG0001134	n67			Betpen_Bpev01.c0719.g0001.m0001			Cucsa.135790.1.v1.122 gene=Cucsa.135790.v1 seq_id=scaffold01044 type=cds																		
N21.HOG0006391	OG0001134	n77			Betpen_Bpev01.c0158.g0067.m0001			Cucsa.303600.1.v1.122 gene=Cucsa.303600.v1 seq_id=scaffold02951 type=cds																		
N21.HOG0006392	OG0001135	n22			Betpen_Bpev01.c0366.g0009.m0001, Betpen_Bpev01.c0366.g0009.m0002			Cucsa.047810.1.v1.122 gene=Cucsa.047810.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0006393	OG0001135	n43			Betpen_Bpev01.c2710.g0002.m0001																					
N21.HOG0006394	OG0001135	n75			Betpen_Bpev01.c0045.g0055.m0001			Cucsa.149400.1.v1.122 gene=Cucsa.149400.v1 seq_id=scaffold01110 type=cds, Cucsa.149410.1.v1.122 gene=Cucsa.149410.v1 seq_id=scaffold01110 type=cds, Cucsa.149420.1.v1.122 gene=Cucsa.149420.v1 seq_id=scaffold01110 type=cds																		
N21.HOG0006395	OG0001135	n98			Betpen_Bpev01.c0045.g0052.m0001																					
N21.HOG0006396	OG0001136	n8			Betpen_Bpev01.c0024.g0017.m0001			Cucsa.096030.1.v1.122 gene=Cucsa.096030.v1 seq_id=scaffold00919 type=cds																		
